ENPs	dT	L	Shape	Surface functionalization	Zeta Potential (mV)	Surface Area	Animal(Rat/Mouse)	Gender	M.A	M.W	Method	E.D	E.T	R.D	Dose
SiO2	10	10	sphere	-			Mouse	female	6	20	intranasal instillation	0	1	2	5
SiO2	10	10	sphere	-			Mouse	female	6	20	intranasal instillation	0	1	2	10
SiO2	10	10	sphere	-			Mouse	female	6	20	intranasal instillation	0	1	2	20
SiO2	10	10	sphere	-			Mouse	female	6	20	intranasal instillation	13	3	2	20
Ni	20	20	sphere	-	2.00 	43.8	Mouse	male	8	25	intratracheal instillation	0	1	3	0.4
Ni	20	20	sphere	-	2.00 	43.8	Mouse	male	8	25	intratracheal instillation	0	1	3	0.8
Ni	20	20	sphere	-	2.00 	43.8	Mouse	male	8	25	intratracheal instillation	0	1	3	2
Ni	20	20	sphere	-	2.00 	43.8	Mouse	male	8	25	intratracheal instillation	0	1	3	4
Ni	20	20	sphere	-	2.00 	43.8	Mouse	male	8	25	intratracheal instillation	0	1	1	2
Ni	20	20	sphere	-	2.00 	43.8	Mouse	male	8	25	intratracheal instillation	0	1	7	2
Ni	20	20	sphere	-	2.00 	43.8	Mouse	male	8	25	intratracheal instillation	0	1	14	2
Ni	20	20	sphere	-	2.00 	43.8	Mouse	male	8	25	intratracheal instillation	0	1	28	2
Ni	20	20	sphere	-	2.00 	43.8	Mouse	male	8	25	intratracheal instillation	0	1	42	2
Ni	20	20	sphere	-	2.30 	50.00 	Mouse	male	8	25	intratracheal instillation	0	1	3	2
Ni	20	20	sphere	carbon	2.20 	50.00 	Mouse	male	8	25	intratracheal instillation	0	1	3	2
SiO2	600	600	sphere	-	-16.20 		Mouse	female	10	25	OPA	0	1	1	40
SiO2	600	600	sphere	-	-16.20 		Mouse	male	10	25	OPA	0	1	1	40
MWCNT	27	10000	tube	-			Mouse	female	10	25	OPA	0	1	1	2
MWCNT	27	10000	tube	-			Mouse	male	10	25	OPA	0	1	1	2
SiO2	600	600	sphere	-	-16.20 		Mouse	female	10	25	OPA	0	1	7	40
SiO2	600	600	sphere	-	-16.20 		Mouse	male	10	25	OPA	0	1	7	40
MWCNT	27	10000	tube	-			Mouse	female	10	25	OPA	0	1	7	2
MWCNT	27	10000	tube	-			Mouse	male	10	25	OPA	0	1	7	2
SiO2	600	600	sphere	-	-16.20 		Mouse	female	10	25	OPA	4	28	56	40
SiO2	600	600	sphere	-	-16.20 		Mouse	male	10	25	OPA	4	28	56	40
MWCNT	27	10000	tube	-			Mouse	female	10	25	OPA	4	28	56	2
MWCNT	27	10000	tube	-			Mouse	male	10	25	OPA	4	28	56	2
TiO2	10.5	10.5	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	1	1
TiO2	10.5	10.5	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	1	3
TiO2	10.5	10.5	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	1	9
TiO2	38	38	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	1	1
TiO2	38	38	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	1	3
TiO2	38	38	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	1	9
CB	14	14	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	1	9
TiO2	10.5	10.5	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	3	1
TiO2	10.5	10.5	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	3	3
TiO2	10.5	10.5	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	3	9
TiO2	38	38	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	3	1
TiO2	38	38	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	3	3
TiO2	38	38	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	3	9
CB	14	14	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	3	9
TiO2	10.5	10.5	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	28	1
TiO2	10.5	10.5	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	28	3
TiO2	10.5	10.5	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	28	9
TiO2	38	38	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	28	1
TiO2	38	38	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	28	3
TiO2	38	38	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	28	9
CB	14	14	sphere	-			Mouse	female	8	18	intratracheal instillation	0	1	28	9
MWCNT	75	1350	tube	-	-14.80 		Mouse	male	7	20	OPA	0	1	3	4
MWCNT	12	1350	tube	-	-16.80 	24	Mouse	male	7	20	OPA	0	1	3	1.6
MWCNT	12	1350	tube	-	-16.80 	24	Mouse	male	7	20	OPA	0	1	3	4
MWCNT	12	1350	tube	-	-14.60 	30	Mouse	male	7	20	OPA	0	1	3	1.6
MWCNT	12	1350	tube	-	-14.60 	30	Mouse	male	7	20	OPA	0	1	3	4
MWCNT	12	1350	tube	COOH	-15.70 	141	Mouse	male	7	20	OPA	0	1	3	1.6
MWCNT	12	1350	tube	COOH	-15.70 	141	Mouse	male	7	20	OPA	0	1	3	4
MWCNT	12	1350	tube	NH2	18.00 	182	Mouse	male	7	20	OPA	0	1	3	1.6
MWCNT	12	1350	tube	NH2	18.00 	182	Mouse	male	7	20	OPA	0	1	3	4
MWCNT	12	1350	tube	-	-15.30 	30	Mouse	male	7	20	OPA	0	1	3	1.6
MWCNT	12	1350	tube	-	-15.30 	30	Mouse	male	7	20	OPA	0	1	3	4
MWCNT	12	1350	tube	COOH	-24.00 	179	Mouse	male	7	20	OPA	0	1	3	1.6
MWCNT	12	1350	tube	COOH	-24.00 	179	Mouse	male	7	20	OPA	0	1	3	4
MWCNT	12	1350	tube	NH2	-17.60 	111	Mouse	male	7	20	OPA	0	1	3	1.6
MWCNT	12	1350	tube	NH2	-17.60 	111	Mouse	male	7	20	OPA	0	1	3	4
MWCNT	75	1350	tube	-	-14.80 		Mouse	male	7	20	OPA	0	1	60	4
MWCNT	12	1350	tube	-	-16.80 	24	Mouse	male	7	20	OPA	0	1	60	1.6
MWCNT	12	1350	tube	-	-16.80 	24	Mouse	male	7	20	OPA	0	1	60	4
MWCNT	12	1350	tube	-	-14.60 	30	Mouse	male	7	20	OPA	0	1	60	1.6
MWCNT	12	1350	tube	-	-14.60 	30	Mouse	male	7	20	OPA	0	1	60	4
MWCNT	12	1350	tube	COOH	-15.70 	141	Mouse	male	7	20	OPA	0	1	60	1.6
MWCNT	12	1350	tube	COOH	-15.70 	141	Mouse	male	7	20	OPA	0	1	60	4
MWCNT	12	1350	tube	NH2	18.00 	182	Mouse	male	7	20	OPA	0	1	60	1.6
MWCNT	12	1350	tube	NH2	18.00 	182	Mouse	male	7	20	OPA	0	1	60	4
MWCNT	12	1350	tube	-	-15.30 	30	Mouse	male	7	20	OPA	0	1	60	1.6
MWCNT	12	1350	tube	-	-15.30 	30	Mouse	male	7	20	OPA	0	1	60	4
MWCNT	12	1350	tube	COOH	-24.00 	179	Mouse	male	7	20	OPA	0	1	60	1.6
MWCNT	12	1350	tube	COOH	-24.00 	179	Mouse	male	7	20	OPA	0	1	60	4
MWCNT	12	1350	tube	NH2	-17.60 	111	Mouse	male	7	20	OPA	0	1	60	1.6
MWCNT	12	1350	tube	NH2	-17.60 	111	Mouse	male	7	20	OPA	0	1	60	4
